,Idx,Sent.
266,985,"Michele Tollis, Fabio's father, began to attend metal concerts and festivals across Europe, handing out leaflets and quizzing Fabio's friends."
267,990,"During this search, Michele Tollis became convinced that satanism had something to do with his son's disappearance."
268,992,"They're inseparable,"" he says."
269,993,"Yeah, I think Jeff wrote on one of his posts here in the past several months: ""To hell with death""."
270,1000,"(I know, ignorant question) Then why call them, or any other phonies 'Christians', even if they themselves claim the appellation."
271,1005,"They want to be identified as 'Christians', and I fully suspect that for some of them, the motivation behind their subterfuge is more than mere political advantage, and has a lot more to do with the black magician's practice of the inversion principle."
272,1006,We need to be more 'rigorous' about how we perceive these people.
273,1009,Almost all of the avant guard art movements of the early 20th Century (except for Italian Futurism) were labeled 'degenerate' by the National Socialists.
274,1011,The German Expressionist movement was destroyed as a result.
275,1017,"They trust you and me to be befuddled by their actions, while they ""do as they wilt."""
276,1029,My point is that these are all just questions and I am undecided as to the answers.
277,1035,Balance died in 2004 after a 'fall.'
278,1036,"He blended belief systems such as Shamanism, Christianity, Buddhism, Paganism, Hermeticism and Gnosticism and imbued Coil's vast output with a magickal current designed to have a functionally transcendent effect on listeners."
279,1038,"5kg per gun, 200,000 guns means 1000 tonnes, impossible for 4 containers."
280,1042,"""I am, therefore I think"" :)"
281,1048,I was amazed at the spiel they delivered.
282,1050,I resisted asking any questions that would have required either of them to think.
283,1056,"I like to imagine the thought processes going on in W's head if he were to actually read the letter, but it is hard to picture him actually reading this letter."
284,1090,"It boggles the mind that ANYONE can take at face value Bush's claims to be a christian, yet many seem to do just that."
285,1091,"I seem to remember something about 'by their works shall ye know them."""
286,1098,"I have nothing but respect for people who adhear to non-violence, forgiveness, and charity, but it's important to remember that Christians (or 'Smartwolves') do not have a monopoly on that particular lifestyle."
287,1101,I guess those guns will be located enroute to Venezuela or found in storage there by one of the US's local stooges and they then have a pretext to ramp the spin up a notch or two.
288,1113,I prefer to devote most of my remarks to the broader picture of the region and its place in world events.
289,1114,"I refer to the entire area between Pakistan and Morocco, which is predominantly Arab, predominantly Moslem, but includes many non-Arab and also significant non-Moslem minorities."
290,1117,"Yes, there is a 100 year-old Israeli-Arab conflict, but it is not where the main show is."
291,1118,The millions who died in the Iran-Iraq war had nothing to do with Israel.
292,1119,"The mass murder happening right now in Sudan, where the Arab Moslem regime is massacring its black Christian citizens, has nothing to do with Israel."
293,1120,The frequent reports from Algeria about the murders of hundreds of civilians in one village or another by other Algerians have nothing to do with Israel.
294,1124,The Taliban control of Afghanistan and the civil war there had nothing to do with Israel.
295,1125,"The Libyan blowing up of the Pan-Am flight had nothing to do with Israel, and I could go on and on and on."
296,1126,"The root of the trouble is that this entire Moslem region is totally dysfunctional, by any standard of the word, and would have been so even if Israel had joined the Arab league and an independent Palestine had existed for 100 years."
297,1127,"The 22 member countries of the Arab league, from Mauritania to the Gulf States, have a total population of 300 millions, larger than the US and almost as large as the EU before its expansion."
298,1128,They have a land area larger than either the US or all of Europe.
299,1129,"These 22 countries, with all their oil and natural resources, have a combined GDP smaller than that of Netherlands plus Belgium and equal to half of the GDP of California alone."
300,1140,"The problem is that the vast silent majority of these Moslems are not part of the terror and the incitement, but they also do not stand up against it."
301,1141,"They become accomplices, by omission, and this applies to political leaders, intellectuals, business people and many others."
302,1153,More people die from AIDS in one day in Africa than all the Russians who died in the hands of Chechnya-based Moslem suicide murderers since that conflict started.
303,1154,Saddam killed every month more people than all those who died from suicide murders since the Coalition occupation of Iraq.
304,1156,It creates headlines.
305,1162,But the real fear comes from the undisputed fact that no defense and no preventive measures can succeed against a determined suicide murderer.
306,1176,It has nothing to do with true fanatic religious beliefs.
307,1183,"They promise them the delights, mostly sexual, of the next world, and pay their families handsomely after the supreme act is performed and enough innocent people are dead."
308,1187,"There are numerous desperate people in the world, in different cultures, countries and continents."
309,1207,They kill people.
310,1210,"An incredible number of people in the Arab world believe that September 11 never happened, or was an American provocation or, even better, a Jewish plot."
311,1211,"You all remember the Iraqi Minister of Information, Mr. Mouhamad Said al-Sahaf and his press conferences when the US forces were already inside Baghdad."
